Year,Month,Day,Time,End Year,End Month,End Day,End Time,Display Date,Headline,Text,Media,Media Credit,Media Caption,Media Thumbnail,Type,Group,Background
,,,,,,,,SEP.05(?),Program:Sports,"Program for the Labor Day Celebration in Niagara-on-the-Lake on Monday September 5th (Year unknown), managed by the Niagara Fire Department. Events are divided into two categories: boat races in the morning and athletic sports (eg. footraces and high jump) in the afternoon. There is also a hop (a dance) at the Park Casino in the evening. The prizes for each event are listed in the program, with some of the donors listed next to the prizes.",https://s3.amazonaws.com/pastperfectonline/images/museum_74/065/9885128.jpg,,988.5.128,https://s3.amazonaws.com/pastperfectonline/images/museum_74/065/thumbs/9885128.jpg,,"Labor Day Celebration, Niagara Fire Brigade, Boat Races, Water Sports, Athletic Sports, Dance, Park Casino, Sports and Recreation",
1916,,,,,,,,printed 1916,List:Military,"A ""Roll of Honour"" from St. Andrew�s Church for anyone belonging to the church who enlisted in the Canadian Expeditionary Force during the First World War. The names include,Flora Wylie, Vincent MacGregor, Lloyd Black, Earl Campbell, Gordon Stuart, Renwick Bell, Arthur Wood, Geor Nobel, Gordon Rankine, Charles Calhoun, Jack Calhoun, Edward Wootton, Charles Emslie, Clarence Lyall, Homan Lyall, Arthur MacGregor, Frank Carnochan, Gordon Millar, Elswood Seymour, Reginald Thomas, George Wallace, Fred Russel, John Fyfe, Wilfred Black, William Elliott, Thomas Houghton, Walter Nesbit, Thomas Corbet, Rudolp Corbet, William Wtlie, Maur (?) William Thronton, Hebert Hough (?), LeRoy Whitside, Roy Maess, Edwin Ker, (?) Wright, Carnochan (?), Joseph Groules, Henry Watson, Alex Elliott, Wellesley Benn, Leslie Milla.",https://s3.amazonaws.com/pastperfectonline/images/museum_74/005/2008027001.jpg,,2008.027.001,https://s3.amazonaws.com/pastperfectonline/images/museum_74/005/thumbs/2008027001.jpg,,"Canadian Expeditionary Force First World War, St. Andrew's Presbyterian Church",
,,,,,,,,pre1919,Postcard,"A black and white photograph showing grave markers at Butler's Burying Ground. Printing at bottom of card, ""Tablets at Butler's burying GHround, Niagara-on-the-Lake, Ontario"" The reverse has the text, ""Published by F.H. Leslie, Niagara Falls, Canada"". There are no postmark, address, or message.",https://s3.amazonaws.com/pastperfectonline/images/museum_74/038/993112.jpg,,993.112,https://s3.amazonaws.com/pastperfectonline/images/museum_74/038/thumbs/993112.jpg,,"Butler's Burying Ground, Butler's Burial Ground, Cemeterygraveyard",
1852,,,,,,,,Pre-1852,Drawing:Charcoal Sketch,"Charcoal profile sketch of Duke of Wellington. Profile, half-smiling in a plain black coat. The Duke was born in Dublin, Ireland in 1769 and was educated at Eton in England. He was very shy socially and his parents arranged for him to purchase a commission in 1781. He rose in the ranks quickly to Colonel in 1796. He was considered by contemporaries as the greatest soldier in the British Army. Sent to Holland to fight the French, he defeated Napolean at Waterloo in 1814-15 and was subsequently elected to parliament and ultimately as Commander in Chief of the Army. He died in September 1852 and is buried in St. Paul's Cathedral in England.",https://s3.amazonaws.com/pastperfectonline/images/museum_74/026/991783-2.jpg,,991.783,https://s3.amazonaws.com/pastperfectonline/images/museum_74/026/thumbs/991783-2.jpg,,,
1846,,,,,,,,pre-1846,Indenture,"A handwritten article of agreement made at Waterloo between Jacob Gonder (Gander) of Willoughby and an unnamed party for ""about four square rods of a lot of ground lining on the Niagara River to build a house"".The unnamed party will pay an agreed amount of rent per month and if he misses payments then he must leave the premisses and remove his building, leaving the grounds the same as it was at start of lease.",https://s3.amazonaws.com/pastperfectonline/images/museum_74/082/98231849.jpg,,982.318.49,https://s3.amazonaws.com/pastperfectonline/images/museum_74/082/thumbs/98231849.jpg,,"land rental, Niagara River, Willoughby",
1833,,,,,,,,Pre-1833,Painting:Watercolour,"Charming painting of early days showing figures in the foreground and the Niagara River looking over the still sky to Fort Niagara. The artist has captured the serenity of the day showing various figures at their jobs and activities. There are three placid brown cows also standing quietly and a woman and child with bundles walking back to her house on the shore. The stark white of the Fort contrasts well with the deep blue of the lake. A view of Fort Niagara across the Niagara River from approximately the corner of Front and King Streets, its precision suggests Caddy may have used mechanical aids in its creation; Caddy's style was usually less structured. We know he came to the Niagara region several times (undocumented) after he moved to Hamilton. Was it painted prior to 1833 as the inscription states or later, after he settled in Hamilton, as is more likely? Its size suggests that it may have been painted in the studio from on-the-spot studies. Ultimately we know that Caddy's creation offers an exceptional panoramic view of an important town feature in about the middle of the 19th century.",https://s3.amazonaws.com/pastperfectonline/images/museum_74/026/988228.jpg,,988.228,https://s3.amazonaws.com/pastperfectonline/images/museum_74/026/thumbs/988228.jpg,,"Fort Niagara, King Street, Town of Niagara-on-the-lake, Niagara River",
1792,,,,,,,,Pre-1792,Print,"The painting is titled, ""Silvia"". A rather moody figure of Silvia holding and gently stroking a fawn. An arrow lies at her feet, which may have wounded the fawn. The landscape is in a rocky, sheltered nook with dark trees behind her, almost hiding the mountains off in the distance. A little brook flows by, almost too small to notice. Brought From England By Robert Addison in 1792 and was originally hung in his home ""Lake Lodge'",https://s3.amazonaws.com/pastperfectonline/images/museum_74/028/9881781.jpg,,988.178.1,https://s3.amazonaws.com/pastperfectonline/images/museum_74/028/thumbs/9881781.jpg,,,
1726,,,,,,,,Pre-1726,Mill:Spice,A mill spice from the Servos Collection. The mill hosts an iron hinged handle with wooden knob that is turned to grind spices. Brought from Germany in 1726 by Christopher Servos.,https://s3.amazonaws.com/pastperfectonline/images/museum_74/035/fa69376.jpg,,FA69.3.76,https://s3.amazonaws.com/pastperfectonline/images/museum_74/035/thumbs/fa69376.jpg,,,
1901,,,,,,,,Pre 1901,Badge:Cap,"This silver plated maple leaf badge with the number '2' in the centre topped with a crown is an insignia of the Queens Own Rifles of Canada. The badge features latin text on the bottom ""In Pace Paratus"".This storied regiment has trained intermittently at Niagara Camp since the 1860s, including between the two world wars as well as during WWII.",https://s3.amazonaws.com/pastperfectonline/images/museum_74/037/2001456.jpg,,2001.456,https://s3.amazonaws.com/pastperfectonline/images/museum_74/037/thumbs/2001456.jpg,,,
1780,,,,,,,,pre 1780,Map,"A map of the Niagara River Area with adjacent country surrendered to the English Army commanded by Sir William Johnson. The title of it reads, """"To the Hon'ble Sir Will'm Johnson BarEngraved and published by Michael and Son Godhart De-Bruls (?) in NewYork North America""Many details on the map index includes:The Fort Dock and HarbourBurning PlaceApproaches1st Battery2nd Division3rd DivisionHead QuartersPark of Artillery44th RegimentTwo Companies of the 4th Battery of Royal AmericansPart of the New York RegimentIndian CampsWhere the Armies and Stores LandedGarden over the RiverShows a garden and plowed land in what is now Niagara-on-the-Lake.",https://s3.amazonaws.com/pastperfectonline/images/museum_74/022/99400432.jpg,,994.004.32,https://s3.amazonaws.com/pastperfectonline/images/museum_74/022/thumbs/99400432.jpg,,"44th Regiment4th Battery of Royal Americans, Artillery, First Nations, Fort Niagara, Fort Niagara, French, French Indian Wars, Indian Camp, Michael and Son Godhart De-Bruls, New York Regiment, Seven Years War, Surrender of Fort Niagara",
1918,,,,,,,,Post 1918,Badge:Cap,"A cap badge with a wreath of laurel leaves surmounted with the King�s crown. The bottom is inscribed with ""Canada"" and there is what appears similar to a Matilda tank in the centre.",https://s3.amazonaws.com/pastperfectonline/images/museum_74/037/2001455.jpg,,2001.455,https://s3.amazonaws.com/pastperfectonline/images/museum_74/037/thumbs/2001455.jpg,,,
1901,,,,,,,,10/1/1901,Print:Photographic,"Photograph of the Prince and Princess of Wales (Duke and Duchess of Cornwall and York) taken at the Queen's Royal Hotel, October 1901. They are in the foreground.The future King George V was born June 3, 1865 and died January 20, 1936. He was King from 1910 to 1936. Upon the death of his eldest brother in 1892 he was named the Duke of York. Upon the death of Queen Victoria he became the Prince of Wales in 1901 when his father ascended the throne as King Edward VII. The royal tour of the Duke and Duchess of Cornwall and York, 16 March 1901 - 1 November 1901, was undertaken for several reasons: to assert the pivotal role of the monarch as the unifying force of the empire, to thank those countries which had contributed forces to the war in South Africa, which was still being fought, and to open the first parliament of the new Commonwealth of Australia. The tour had been postponed by the death of Queen Victoria in January, 1901 but was actively promoted by the Secretary for the Colonies, Mr Joseph Chamberlain, and the First Lord of the Treasury, Mr Arthur Balfour, despite the misgivings of the new king, Edward VII. The Duke and Duchess visited Australia, South Africa, and Canada, landing at Quebec on 16th September and remained in Canada for a month. Accompanied by the Governor-General, the 4th Earl of Minto, and the Prime Minister, Sir Wilfred Laurier, for part of their journey, the royal couple visited Montreal, Ottawa, Winnipeg, Regina, Calgary, Vancouver, Victoria, Toronto, Niagara, St John, Halifax, and St John's. Accompanying them as well were twelve officials of the Royal Household for the Duke and seven officials for the Duchess. Among them were Prince Alexander of Teck, the Duchess's brother, as an aide-de-camp, who later became the Earl of Athlone and Governor-General of Canada 1939-1945. One of the Duke's equerries was the Hon. Derek Keppel whose mother was the daughter of Sir Alan MacNab of Hamilton, Ontario. She had married her husband, later the 7th Earl of Albemarle, at Dundurn Castle in Hamilton. (Mr Derek Keppel's sister-in-law, the Hon. Mrs George Keppel, was Edward VII's mistress, and the great-grandmother of the present Duchess of Cornwall - Camilia Parker-Bowles.) The tour was a huge success for the monarchy and empire and for the maturing of the Duke of Cornwall into his royal role. On November 9, 1901, his father, King Edward VII, created him Prince of Wales. As George V (1910-1936) he succeeded his father as King nine years later. The stop in Canada included a stay at the Queen's Royal Hotel in Niagara-on-the-Lake. Known as one of the most beautiful and lavish hotels, it first opened in 1869 as the Royal Niagara. The hotel was built with money received from the County after the relocation of the Courthouse to St. Catharines. It became the destination of choice for those who wanted to escape the confines of the city and enjoy a peaceful time by the lake. This was one of the finest hotels in North America. The hotel later changed its name to the Queen's Royal Hotel. This wonderful hotel became the victim of a rollercoaster economy based on tourism. Advancements in roads and cars led to the demise of the Queen's Royal in 1927. The building was demolished in 1930. An advertisement from 1893 states, ""The rooms of the Queen's Royal are high and well ventilated, the corridors, parlours and drawing-rooms are spacious [and] handsomely furnished. In the evening the whole is lit up by electricity. A flight of steps leads down to the private dock of the hotel, where at the little pleasure steamers call, and in front of which is the anchorage of the Royal Canadian Yacht Club, the largest on fresh waters.""",https://s3.amazonaws.com/pastperfectonline/images/museum_74/016/98614(a)-4.jpg,,986.14(A),https://s3.amazonaws.com/pastperfectonline/images/museum_74/016/thumbs/98614(a)-4.jpg,,"Queen's Royal Hotel, Royal Niagara Hotel",
